,Place,Year,median_age,n_pop_under_14,n_pop_under_18,n_pop_18-65,n_pop_65-85,n_pop_over_85,n_families,median_family_income,n_households,n_houses,n_occupied_houses,house_vacancy_rate,n_people_below_poverty,n_households_below_poverty,n_people_under_18_below_poverty,n_people_18-64_below_poverty,n_people_65_plus_below_poverty,n_population_native,n_population_non_native,n_population_white,n_population_black,n_population_asian,n_population_male,n_population_female,n_total_population(ACS),p_pop_under_14,p_pop_under_18,p_pop_18_65,p_pop_65_85,p_pop_over_85,p_families,p_households,p_occupied_houses,p_people_below_poverty,p_households_below_poverty,p_people_under_18_below_poverty,p_people_18_64_below_poverty,p_people_65_plus_below_poverty,p_population_native,p_population_non_native,p_population_white,p_population_black,p_population_asian,ratio_male_over_female
282,Butte,2011,41.1,590,801,2078,363,6,,,1169,1309,1169,10.695187165775401,,30.0,,,,106,3142,2937,26,18,1637,1611,3248,18.165024630541872,24.661330049261085,63.97783251231527,11.176108374384237,0.18472906403940886,,89.3048128342246,89.3048128342246,,2.5662959794696323,,,,3.263546798029557,96.73645320197043,90.42487684729063,0.8004926108374385,0.5541871921182266,1.016139044072005
283,Cantwell,2011,43.3,26,37,117,14,0,,,76,184,76,58.69565217391305,,0.0,,,,33,135,127,0,2,100,68,168,15.476190476190476,22.023809523809522,69.64285714285714,8.333333333333332,0.0,,41.30434782608695,41.30434782608695,,0.0,,,,19.642857142857142,80.35714285714286,75.59523809523809,0.0,1.1904761904761905,1.4705882352941178
284,Central,2011,52.5,14,22,94,19,0,,,67,182,67,63.18681318681318,,0.0,,,,0,135,130,0,0,67,68,135,10.37037037037037,16.296296296296298,69.62962962962963,14.074074074074074,0.0,,36.81318681318682,36.81318681318682,,0.0,,,,0.0,100.0,96.29629629629629,0.0,0.0,0.9852941176470589
285,Chalkyitsik,2011,44.3,12,12,28,10,0,,,22,49,22,55.10204081632652,,2.0,,,,50,0,0,0,0,31,19,50,24.0,24.0,56.00000000000001,20.0,0.0,,44.89795918367347,44.89795918367347,,9.090909090909092,,,,100.0,0.0,0.0,0.0,0.0,1.631578947368421
286,Chase,2011,45.9,0,7,40,0,0,,,23,194,23,88.14432989690721,,0.0,,,,0,47,47,0,0,38,9,47,0.0,14.893617021276595,85.1063829787234,0.0,0.0,,11.855670103092782,11.855670103092782,,0.0,,,,0.0,100.0,100.0,0.0,0.0,4.222222222222222
287,Chefornak,2011,20.1,174,206,227,10,8,,,72,82,72,12.195121951219512,,14.0,,,,435,16,5,6,0,249,202,451,38.58093126385809,45.67627494456763,50.332594235033255,2.2172949002217295,1.7738359201773837,,87.8048780487805,87.8048780487805,,19.444444444444446,,,,96.45232815964523,3.5476718403547673,1.1086474501108647,1.3303769401330376,0.0,1.2326732673267327
288,Chena Ridge,2011,37.4,1104,1415,4128,223,0,,,2079,2298,2079,9.530026109660575,,39.0,,,,597,5169,4487,83,22,3280,2486,5766,19.14672216441207,24.540409295872358,71.59209157127991,3.867499132847728,0.0,,90.46997389033943,90.46997389033943,,1.875901875901876,,,,10.353798126951093,89.64620187304891,77.8182448838016,1.439472771418661,0.3815469996531391,1.3193885760257442
289,Chenega,2011,28.6,24,32,61,2,0,,,29,42,29,30.952380952380953,,0.0,,,,39,56,47,0,0,43,52,95,25.263157894736842,33.68421052631579,64.21052631578948,2.1052631578947367,0.0,,69.04761904761905,69.04761904761905,,0.0,,,,41.05263157894737,58.94736842105262,49.473684210526315,0.0,0.0,0.8269230769230769
290,Chevak,2011,19.6,361,435,480,28,0,,,182,206,182,11.650485436893204,,68.0,,,,867,76,18,0,0,498,445,943,38.282078472958645,46.129374337221634,50.90137857900318,2.9692470837751856,0.0,,88.3495145631068,88.3495145631068,,37.362637362637365,,,,91.9406150583245,8.059384941675503,1.9088016967126193,0.0,0.0,1.1191011235955055
291,Chickaloon,2011,48.6,21,21,165,18,0,,,90,196,90,54.08163265306123,,12.0,,,,30,174,174,0,0,110,94,204,10.294117647058822,10.294117647058822,80.88235294117648,8.823529411764707,0.0,,45.91836734693878,45.91836734693878,,13.333333333333334,,,,14.705882352941178,85.29411764705883,85.29411764705883,0.0,0.0,1.1702127659574468
292,Chicken,2011,,0,0,0,0,0,,,0,22,0,100.0,,0.0,,,,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0,,,,,,,,,,,
293,Chignik Lagoon,2011,35.5,11,17,59,0,1,,,31,67,31,53.73134328358209,,0.0,,,,52,25,17,0,0,37,40,77,14.285714285714285,22.07792207792208,76.62337662337663,0.0,1.2987012987012987,,46.26865671641791,46.26865671641791,,0.0,,,,67.53246753246754,32.467532467532465,22.07792207792208,0.0,0.0,0.925
294,Chignik Lake,2011,40.5,17,22,57,4,0,,,36,58,36,37.93103448275862,,0.0,,,,60,23,23,0,0,37,46,83,20.481927710843372,26.506024096385545,68.67469879518072,4.819277108433735,0.0,,62.06896551724138,62.06896551724138,,0.0,,,,72.28915662650603,27.710843373493976,27.710843373493976,0.0,0.0,0.8043478260869565
295,Chignik,2011,31.8,33,53,77,12,0,,,44,82,44,46.34146341463415,,0.0,,,,53,89,67,0,2,72,70,142,23.239436619718308,37.32394366197183,54.22535211267606,8.450704225352112,0.0,,53.65853658536586,53.65853658536586,,0.0,,,,37.32394366197183,62.676056338028175,47.183098591549296,0.0,1.4084507042253522,1.0285714285714285
296,Chiniak,2011,55.9,0,0,22,5,0,,,22,22,22,0.0,,0.0,,,,0,27,27,0,0,20,7,27,0.0,0.0,81.48148148148148,18.51851851851852,0.0,,100.0,100.0,,0.0,,,,0.0,100.0,100.0,0.0,0.0,2.857142857142857
297,Chisana,2011,,0,0,0,0,0,,,0,0,0,,,0.0,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
298,Chistochina,2011,49.9,23,27,118,10,4,,,72,110,72,34.54545454545455,,9.0,,,,73,86,79,0,0,52,107,159,14.465408805031446,16.9811320754717,74.21383647798741,6.289308176100629,2.515723270440252,,65.45454545454545,65.45454545454545,,12.5,,,,45.911949685534594,54.088050314465406,49.685534591194966,0.0,0.0,0.48598130841121495
299,Chitina,2011,43.3,10,16,92,5,0,,,58,104,58,44.230769230769226,,2.0,,,,31,82,44,15,0,37,76,113,8.849557522123893,14.15929203539823,81.41592920353983,4.424778761061947,0.0,,55.769230769230774,55.769230769230774,,3.4482758620689653,,,,27.43362831858407,72.56637168141593,38.93805309734513,13.274336283185843,0.0,0.4868421052631579
300,Chuathbaluk,2011,26.5,28,31,57,6,0,,,26,40,26,35.0,,4.0,,,,71,23,7,1,0,44,50,94,29.78723404255319,32.97872340425532,60.63829787234043,6.382978723404255,0.0,,65.0,65.0,,15.384615384615385,,,,75.53191489361703,24.46808510638298,7.446808510638298,1.0638297872340425,0.0,0.88
301,Circle,2011,19.5,16,29,24,8,0,,,22,44,22,50.0,,7.0,,,,53,8,8,0,0,29,32,61,26.229508196721312,47.540983606557376,39.34426229508197,13.114754098360656,0.0,,50.0,50.0,,31.818181818181817,,,,86.88524590163934,13.114754098360656,13.114754098360656,0.0,0.0,0.90625
302,Clam Gulch,2011,55.3,0,8,62,0,0,,,48,102,48,52.94117647058824,,0.0,,,,0,70,70,0,0,55,15,70,0.0,11.428571428571429,88.57142857142857,0.0,0.0,,47.05882352941176,47.05882352941176,,0.0,,,,0.0,100.0,100.0,0.0,0.0,3.6666666666666665
303,Clark's Point,2011,29.3,14,23,40,0,0,,,20,44,20,54.54545454545454,,1.0,,,,63,0,0,0,0,38,25,63,22.22222222222222,36.507936507936506,63.49206349206349,0.0,0.0,,45.45454545454545,45.45454545454545,,5.0,,,,100.0,0.0,0.0,0.0,0.0,1.52
304,Coffman Cove,2011,53.9,0,0,46,17,0,,,51,105,51,51.42857142857142,,0.0,,,,0,63,61,0,0,44,19,63,0.0,0.0,73.01587301587301,26.984126984126984,0.0,,48.57142857142857,48.57142857142857,,0.0,,,,0.0,100.0,96.82539682539682,0.0,0.0,2.3157894736842106
305,Cohoe,2011,48.9,162,235,858,117,6,,,548,819,548,33.089133089133085,,18.0,,,,177,1039,979,17,0,678,538,1216,13.322368421052634,19.325657894736842,70.55921052631578,9.62171052631579,0.4934210526315789,,66.9108669108669,66.9108669108669,,3.2846715328467155,,,,14.555921052631579,85.44407894736842,80.50986842105263,1.3980263157894737,0.0,1.2602230483271375
306,Cold Bay,2011,39.8,9,11,20,0,0,,,14,48,14,70.83333333333334,,0.0,,,,5,26,21,0,0,21,10,31,29.03225806451613,35.483870967741936,64.51612903225806,0.0,0.0,,29.166666666666668,29.166666666666668,,0.0,,,,16.129032258064516,83.87096774193549,67.74193548387096,0.0,0.0,2.1
307,Coldfoot,2011,,0,0,0,0,0,,,0,0,0,,,0.0,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
308,College,2011,31.0,2449,2972,9930,992,0,,,5055,5433,5055,6.957482054113749,,181.0,,,,1462,12432,10062,543,499,7305,6589,13894,17.62631351662588,21.3905282855909,71.46969915071254,7.13977256369656,0.0,,93.04251794588625,93.04251794588625,,3.5806132542037585,,,,10.522527709802793,89.4774722901972,72.41974953217216,3.908161796458903,3.5914783359723623,1.1086659584155412
309,Cooper Landing,2011,54.5,21,47,419,54,0,,,216,388,216,44.329896907216494,,0.0,,,,0,520,520,0,0,278,242,520,4.038461538461538,9.038461538461538,80.57692307692308,10.384615384615385,0.0,,55.670103092783506,55.670103092783506,,0.0,,,,0.0,100.0,100.0,0.0,0.0,1.1487603305785123
310,Copper Center,2011,31.4,95,118,210,15,3,,,117,214,117,45.32710280373832,,18.0,,,,200,146,144,0,0,159,187,346,27.45664739884393,34.104046242774565,60.69364161849711,4.335260115606936,0.8670520231213872,,54.67289719626168,54.67289719626168,,15.384615384615385,,,,57.80346820809249,42.19653179190752,41.61849710982659,0.0,0.0,0.8502673796791443
311,Cordova,2011,41.0,446,604,1512,236,14,,,832,1113,832,25.247079964061097,,6.0,,,,249,2117,1631,0,316,1415,951,2366,18.850380388841927,25.528317836010146,63.905325443786985,9.974640743871513,0.591715976331361,,74.75292003593891,74.75292003593891,,0.7211538461538461,,,,10.524091293322064,89.47590870667794,68.93491124260355,0.0,13.355874894336434,1.487907465825447
312,Covenant Life,2011,21.2,13,34,66,0,0,,,25,42,25,40.476190476190474,,0.0,,,,0,100,76,0,0,50,50,100,13.0,34.0,66.0,0.0,0.0,,59.523809523809526,59.523809523809526,,0.0,,,,0.0,100.0,76.0,0.0,0.0,1.0
313,Craig,2011,35.5,310,387,853,71,4,,,509,587,509,13.287904599659283,,49.0,,,,213,1102,956,0,14,706,609,1315,23.574144486692013,29.429657794676807,64.86692015209125,5.399239543726235,0.3041825095057034,,86.71209540034071,86.71209540034071,,9.62671905697446,,,,16.197718631178706,83.8022813688213,72.69961977186313,0.0,1.064638783269962,1.1592775041050902
314,Crooked Creek,2011,21.1,43,51,84,9,4,,,37,51,37,27.450980392156865,,7.0,,,,127,21,14,0,0,74,74,148,29.054054054054053,34.45945945945946,56.75675675675676,6.081081081081082,2.7027027027027026,,72.54901960784314,72.54901960784314,,18.91891891891892,,,,85.8108108108108,14.18918918918919,9.45945945945946,0.0,0.0,1.0
315,Crown Point,2011,27.4,6,18,26,0,3,,,7,37,7,81.08108108108108,,0.0,,,,0,47,43,0,0,25,22,47,12.76595744680851,38.297872340425535,55.319148936170215,0.0,6.382978723404255,,18.91891891891892,18.91891891891892,,0.0,,,,0.0,100.0,91.48936170212765,0.0,0.0,1.1363636363636365
316,Deering,2011,32.7,16,20,44,4,0,,,30,68,30,55.88235294117647,,3.0,,,,48,20,12,0,0,32,36,68,23.52941176470588,29.411764705882355,64.70588235294117,5.88235294117647,0.0,,44.11764705882353,44.11764705882353,,10.0,,,,70.58823529411765,29.411764705882355,17.647058823529413,0.0,0.0,0.8888888888888888
317,Delta Junction,2011,39.3,183,217,588,95,0,,,384,503,384,23.658051689860834,,3.0,,,,20,880,840,7,0,512,388,900,20.333333333333332,24.11111111111111,65.33333333333333,10.555555555555555,0.0,,76.34194831013916,76.34194831013916,,0.78125,,,,2.2222222222222223,97.77777777777777,93.33333333333333,0.7777777777777778,0.0,1.3195876288659794
318,Deltana,2011,32.4,476,602,969,206,0,,,660,910,660,27.472527472527474,,40.0,,,,33,1744,1642,0,12,940,837,1777,26.78671918964547,33.87732132808103,54.53010692177828,11.592571750140687,0.0,,72.52747252747253,72.52747252747253,,6.0606060606060606,,,,1.8570624648283625,98.14293753517164,92.40292628024761,0.0,0.6752954417557682,1.1230585424133812
319,Diamond Ridge,2011,46.1,213,256,754,44,0,,,455,610,455,25.40983606557377,,8.0,,,,19,1035,983,0,0,557,497,1054,20.20872865275142,24.28842504743833,71.5370018975332,4.174573055028463,0.0,,74.59016393442623,74.59016393442623,,1.7582417582417582,,,,1.8026565464895636,98.19734345351043,93.26375711574953,0.0,0.0,1.1207243460764587
320,Dillingham,2011,33.4,519,641,1399,154,13,,,773,1037,773,25.458052073288336,,45.0,,,,1076,1131,684,10,44,1122,1085,2207,23.516085183507023,29.043951064793838,63.389216130493885,6.9777979157227,0.5890348889895787,,74.54194792671167,74.54194792671167,,5.821474773609314,,,,48.753964657906664,51.24603534209334,30.992297236067056,0.4531037607612143,1.9936565473493428,1.0341013824884793
321,Diomede,2011,15.2,63,72,54,2,0,,,32,50,32,36.0,,12.0,,,,115,13,13,0,0,60,68,128,49.21875,56.25,42.1875,1.5625,0.0,,64.0,64.0,,37.5,,,,89.84375,10.15625,10.15625,0.0,0.0,0.8823529411764706
322,Dot Lake,2011,,0,0,12,0,0,,,12,23,12,47.82608695652174,,0.0,,,,0,12,12,0,0,0,12,12,0.0,0.0,100.0,0.0,0.0,,52.17391304347826,52.17391304347826,,0.0,,,,0.0,100.0,100.0,0.0,0.0,0.0
323,Dot Lake Village,2011,23.3,29,29,37,3,0,,,22,39,22,43.58974358974359,,8.0,,,,44,25,16,0,0,25,44,69,42.028985507246375,42.028985507246375,53.62318840579711,4.3478260869565215,0.0,,56.41025641025641,56.41025641025641,,36.36363636363637,,,,63.76811594202898,36.231884057971016,23.18840579710145,0.0,0.0,0.5681818181818182
324,Dry Creek,2011,,0,0,0,7,0,,,7,13,7,46.15384615384615,,0.0,,,,0,7,7,0,0,0,7,7,0.0,0.0,0.0,100.0,0.0,,53.84615384615385,53.84615384615385,,0.0,,,,0.0,100.0,100.0,0.0,0.0,0.0
325,Eagle Village,2011,46.4,9,9,32,0,0,,,25,39,25,35.8974358974359,,0.0,,,,7,34,20,0,0,24,17,41,21.951219512195124,21.951219512195124,78.04878048780488,0.0,0.0,,64.1025641025641,64.1025641025641,,0.0,,,,17.073170731707318,82.92682926829268,48.78048780487805,0.0,0.0,1.411764705882353
326,Eagle,2011,59.9,0,2,47,20,2,,,45,146,45,69.17808219178082,,0.0,,,,0,71,68,0,0,30,41,71,0.0,2.8169014084507045,66.19718309859155,28.169014084507044,2.8169014084507045,,30.82191780821918,30.82191780821918,,0.0,,,,0.0,100.0,95.77464788732394,0.0,0.0,0.7317073170731707
327,Edna Bay,2011,69.1,0,0,0,19,0,,,9,21,9,57.14285714285714,,0.0,,,,0,19,19,0,0,10,9,19,0.0,0.0,0.0,100.0,0.0,,42.857142857142854,42.857142857142854,,0.0,,,,0.0,100.0,100.0,0.0,0.0,1.1111111111111112
328,Eek,2011,25.9,61,74,102,28,0,,,68,94,68,27.659574468085108,,10.0,,,,195,9,6,0,0,88,116,204,29.901960784313726,36.27450980392157,50.0,13.725490196078432,0.0,,72.3404255319149,72.3404255319149,,14.705882352941178,,,,95.58823529411765,4.411764705882353,2.941176470588235,0.0,0.0,0.7586206896551724
329,Egegik,2011,50.3,0,0,21,4,0,,,15,276,15,94.56521739130434,,0.0,,,,17,8,6,0,0,17,8,25,0.0,0.0,84.0,16.0,0.0,,5.434782608695652,5.434782608695652,,0.0,,,,68.0,32.0,24.0,0.0,0.0,2.125
330,Eielson AFB,2011,22.4,1047,1102,1712,0,0,,,731,1377,731,46.913580246913575,,20.0,,,,11,2803,2226,288,42,1351,1463,2814,37.20682302771855,39.16133617626155,60.83866382373845,0.0,0.0,,53.086419753086425,53.086419753086425,,2.7359781121751023,,,,0.39090262970859985,99.6090973702914,79.1044776119403,10.23454157782516,1.4925373134328357,0.9234449760765551
331,Ekwok,2011,37.2,28,45,97,19,0,,,52,68,52,23.52941176470588,,7.0,,,,105,56,24,0,0,78,83,161,17.391304347826086,27.95031055900621,60.24844720496895,11.801242236024844,0.0,,76.47058823529412,76.47058823529412,,13.461538461538462,,,,65.21739130434783,34.78260869565217,14.906832298136646,0.0,0.0,0.9397590361445783
332,Elfin Cove,2011,62.5,0,0,10,10,0,,,16,32,16,50.0,,0.0,,,,4,16,10,0,0,4,16,20,0.0,0.0,50.0,50.0,0.0,,50.0,50.0,,0.0,,,,20.0,80.0,50.0,0.0,0.0,0.25
333,Elim,2011,24.6,134,153,199,11,0,,,93,112,93,16.964285714285715,,18.0,,,,341,22,7,0,1,217,146,363,36.91460055096419,42.14876033057851,54.82093663911846,3.0303030303030303,0.0,,83.03571428571429,83.03571428571429,,19.35483870967742,,,,93.93939393939394,6.0606060606060606,1.9283746556473829,0.0,0.27548209366391185,1.4863013698630136
334,Emmonak,2011,22.2,260,352,447,23,1,,,199,239,199,16.736401673640167,,34.0,,,,743,80,31,0,3,465,358,823,31.591737545565007,42.77035236938032,54.3134872417983,2.7946537059538272,0.12150668286755771,,83.26359832635984,83.26359832635984,,17.08542713567839,,,,90.27946537059537,9.720534629404618,3.766707168894289,0.0,0.3645200486026731,1.2988826815642458
335,Ester,2011,37.0,396,433,1746,122,0,,,890,932,890,4.506437768240343,,78.0,,,,201,2100,1933,64,21,1168,1133,2301,17.209908735332462,18.817905258583227,75.8800521512386,5.302042590178183,0.0,,95.49356223175965,95.49356223175965,,8.764044943820224,,,,8.735332464146023,91.26466753585397,84.00695349847892,2.781399391568883,0.9126466753585397,1.030891438658429
336,Eureka Roadhouse,2011,,0,0,0,0,0,,,0,58,0,100.0,,0.0,,,,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0,,,,,,,,,,,
337,Evansville,2011,49.6,0,0,15,4,2,,,17,32,17,46.875,,0.0,,,,16,5,4,0,0,7,14,21,0.0,0.0,71.42857142857143,19.047619047619047,9.523809523809524,,53.125,53.125,,0.0,,,,76.19047619047619,23.809523809523807,19.047619047619047,0.0,0.0,0.5
338,Excursion Inlet,2011,,0,0,0,0,0,,,0,26,0,100.0,,0.0,,,,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0,,,,,,,,,,,
339,Fairbanks,2011,28.2,6830,7988,21159,2073,247,,,12215,14179,12215,13.85147048451936,,559.0,,,,2890,28577,21688,2924,1168,16459,15008,31467,21.705278545778118,25.385324308005213,67.24187243779197,6.5878539422251885,0.7849493119776273,,86.14852951548065,86.14852951548065,,4.5763405648792475,,,,9.184224743381955,90.81577525661805,68.9229986970477,9.292274446245273,3.7118250865986586,1.0966817697228144
340,False Pass,2011,33.5,5,5,10,0,0,,,8,53,8,84.90566037735849,,0.0,,,,1,14,7,0,0,5,10,15,33.33333333333333,33.33333333333333,66.66666666666666,0.0,0.0,,15.09433962264151,15.09433962264151,,0.0,,,,6.666666666666667,93.33333333333333,46.666666666666664,0.0,0.0,0.5
341,Farm Loop,2011,40.8,143,269,635,64,0,,,311,367,311,15.258855585831062,,16.0,,,,14,954,918,0,9,483,485,968,14.772727272727273,27.789256198347108,65.599173553719,6.6115702479338845,0.0,,84.74114441416893,84.74114441416893,,5.144694533762058,,,,1.4462809917355373,98.55371900826447,94.83471074380165,0.0,0.9297520661157025,0.9958762886597938
342,Farmers Loop,2011,34.8,878,1127,2683,206,0,,,1468,1556,1468,5.655526992287918,,56.0,,,,299,3717,3464,0,33,2191,1825,4016,21.862549800796813,28.06274900398406,66.80776892430279,5.129482071713148,0.0,,94.34447300771208,94.34447300771208,,3.8147138964577656,,,,7.445219123505977,92.55478087649402,86.25498007968127,0.0,0.8217131474103585,1.2005479452054795
343,Ferry,2011,,0,0,0,0,0,,,0,14,0,100.0,,0.0,,,,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0,,,,,,,,,,,
344,Fishhook,2011,34.0,1254,1496,2885,291,18,,,1532,1687,1532,9.187907528156492,,51.0,,,,252,4438,4023,111,49,2292,2398,4690,26.73773987206823,31.897654584221748,61.513859275053306,6.204690831556503,0.3837953091684435,,90.81209247184351,90.81209247184351,,3.328981723237598,,,,5.3731343283582085,94.6268656716418,85.77825159914713,2.366737739872068,1.0447761194029852,0.9557964970809008
345,Flat,2011,,0,0,0,0,0,,,0,8,0,100.0,,0.0,,,,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0,,,,,,,,,,,
346,Fort Greely,2011,25.5,269,303,781,5,0,,,351,480,351,26.875,,0.0,,,,14,1075,976,36,18,639,450,1089,24.701561065197428,27.823691460055095,71.71717171717171,0.4591368227731864,0.0,,73.125,73.125,,0.0,,,,1.285583103764922,98.71441689623508,89.62350780532599,3.3057851239669422,1.6528925619834711,1.42
347,Fort Yukon,2011,39.2,124,163,340,28,9,,,231,330,231,30.0,,16.0,,,,476,64,19,0,0,301,239,540,22.962962962962962,30.185185185185187,62.96296296296296,5.185185185185185,1.6666666666666667,,70.0,70.0,,6.926406926406926,,,,88.14814814814815,11.851851851851853,3.5185185185185186,0.0,0.0,1.2594142259414225
348,Four Mile Road,2011,52.5,14,14,19,0,5,,,15,25,15,40.0,,0.0,,,,5,33,17,0,0,28,10,38,36.84210526315789,36.84210526315789,50.0,0.0,13.157894736842104,,60.0,60.0,,0.0,,,,13.157894736842104,86.8421052631579,44.73684210526316,0.0,0.0,2.8
349,Fox,2011,38.0,90,90,593,0,13,,,322,363,322,11.294765840220386,,46.0,,,,87,609,404,0,0,436,260,696,12.931034482758621,12.931034482758621,85.20114942528735,0.0,1.8678160919540232,,88.70523415977961,88.70523415977961,,14.285714285714285,,,,12.5,87.5,58.04597701149425,0.0,0.0,1.676923076923077
350,Fox River,2011,17.8,260,345,320,6,8,,,160,274,160,41.605839416058394,,40.0,,,,10,669,669,0,0,348,331,679,38.291605301914586,50.8100147275405,47.1281296023564,0.8836524300441826,1.1782032400589102,,58.3941605839416,58.3941605839416,,25.0,,,,1.4727540500736376,98.52724594992637,98.52724594992637,0.0,0.0,1.051359516616314
351,Fritz Creek,2011,41.6,272,326,1115,133,12,,,743,1001,743,25.774225774225773,,28.0,,,,16,1570,1474,0,45,828,758,1586,17.150063051702396,20.55485498108449,70.30264817150062,8.385876418663305,0.7566204287515763,,74.22577422577422,74.22577422577422,,3.768506056527591,,,,1.008827238335435,98.99117276166457,92.93820933165196,0.0,2.837326607818411,1.0923482849604222
352,Funny River,2011,57.5,96,96,370,202,7,,,322,792,322,59.34343434343434,,26.0,,,,16,659,574,0,46,406,269,675,14.222222222222221,14.222222222222221,54.81481481481482,29.925925925925927,1.037037037037037,,40.65656565656566,40.65656565656566,,8.074534161490684,,,,2.3703703703703702,97.62962962962963,85.03703703703704,0.0,6.814814814814815,1.5092936802973977
353,Gakona,2011,44.8,46,56,168,5,4,,,98,153,98,35.947712418300654,,0.0,,,,20,213,195,0,0,113,120,233,19.742489270386265,24.034334763948497,72.1030042918455,2.1459227467811157,1.7167381974248928,,64.05228758169935,64.05228758169935,,0.0,,,,8.583690987124463,91.41630901287554,83.69098712446352,0.0,0.0,0.9416666666666667
354,Galena,2011,34.2,97,131,343,52,0,,,173,279,173,37.992831541218635,,5.0,,,,309,217,144,0,28,278,248,526,18.44106463878327,24.904942965779465,65.20912547528516,9.885931558935361,0.0,,62.00716845878136,62.00716845878136,,2.8901734104046244,,,,58.74524714828897,41.254752851711025,27.376425855513308,0.0,5.323193916349809,1.1209677419354838
355,Gambell,2011,26.6,192,241,474,29,3,,,152,203,152,25.12315270935961,,47.0,,,,678,69,23,0,10,401,346,747,25.702811244979916,32.26238286479251,63.45381526104418,3.8821954484605086,0.4016064257028112,,74.8768472906404,74.8768472906404,,30.92105263157895,,,,90.76305220883533,9.236947791164658,3.0789825970548863,0.0,1.3386880856760375,1.1589595375722543
356,Game Creek,2011,8.9,18,18,16,0,0,,,7,7,7,0.0,,0.0,,,,0,34,34,0,0,18,16,34,52.94117647058824,52.94117647058824,47.05882352941176,0.0,0.0,,100.0,100.0,,0.0,,,,0.0,100.0,100.0,0.0,0.0,1.125
357,Gateway,2011,36.1,1385,1584,3444,396,13,,,1769,1808,1769,2.157079646017699,,36.0,,,,161,5276,4838,0,73,2835,2602,5437,25.47360676843848,29.133713444914477,63.34375574765496,7.283428361228619,0.2391024462019496,,97.8429203539823,97.8429203539823,,2.035048049745619,,,,2.9611918337318377,97.03880816626817,88.98289497884862,0.0,1.3426521979032555,1.0895465026902382
358,Glacier View,2011,46.4,40,43,191,8,0,,,94,272,94,65.44117647058823,,4.0,,,,0,242,237,0,0,144,98,242,16.528925619834713,17.768595041322314,78.92561983471074,3.3057851239669422,0.0,,34.55882352941176,34.55882352941176,,4.25531914893617,,,,0.0,100.0,97.93388429752066,0.0,0.0,1.469387755102041
359,Glennallen,2011,36.0,191,226,331,42,11,,,213,348,213,38.793103448275865,,0.0,,,,38,572,547,0,0,303,307,610,31.311475409836063,37.049180327868854,54.26229508196722,6.885245901639345,1.8032786885245904,,61.206896551724135,61.206896551724135,,0.0,,,,6.229508196721312,93.77049180327869,89.67213114754098,0.0,0.0,0.9869706840390879
