,year,commname,region,subreg,resource,used,trying,hrvsting,giving,receving,xtotnum,xtotlbs,units,numharv,percap,totlbhrv,mupch,pcttotal,mupc,xupc,commhh
138388,2006,Ruby city,Interior,Middle Yukon River Basin,Fish,0.5,0.327,0.327,0.115,0.327,743.0,2728.0,,595.0,15.1999998092651,2182.89990234375,30.3999996185303,,,,65.0
138404,2010,Ruby city,Interior,Middle Yukon River Basin,Fish,0.894,0.596,0.532,0.553,0.702,6676.26953125,36379.58203125,,4750.39990234375,202.395889282227,25899.107421875,226.490631103516,0.672362983226776,416.208190917969,416.208190917969,66.0
138514,2010,Ruby city,Interior,Middle Yukon River Basin,Land Mammals,0.915,0.851,0.489,0.574,0.723,999.829772949219,16160.169921875,,712.0,89.90625,11508.0,98.2696228027344,0.298670262098312,171.568618774414,255.218734741211,66.0
138547,2010,Ruby city,Interior,Middle Yukon River Basin,Marine Mammals,0.021,0.0,0.0,0.021,0.021,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
138557,2010,Ruby city,Interior,Middle Yukon River Basin,Birds and Eggs,0.596,0.447,0.426,0.255,0.277,571.531921386719,505.251068115234,,407.0,2.81093740463257,359.799987792969,4.71835947036743,0.0093379877507686,6.10779905319214,26.525297164917,66.0
138772,2010,Ruby city,Interior,Middle Yukon River Basin,Plants/Greens/Mushrooms,0.298,0.298,0.298,0.064,0.0,47.0369720458984,68.8978500366211,,33.0731239318848,0.383309543132782,48.2137489318848,1.28682494163513,0.0012733616167679,0.0,6.98034143447876,66.0
138813,2011,Russian Mission,Western,Lower Yukon River Basin,Fish,0.978,0.956,0.913,0.696,0.696,31148.88671875,80300.46875,,18125.482421875,199.817245483398,46687.66015625,204.249450683594,0.60699999332428,,,79.0
138930,2011,Russian Mission,Western,Lower Yukon River Basin,Land Mammals,0.956,0.87,0.761,0.63,0.565,729.477905273438,44963.83203125,,420.0,111.88663482666,26007.75,116.975051879883,0.339900016784668,,,79.0
138966,2011,Russian Mission,Western,Lower Yukon River Basin,Marine Mammals,0.609,0.065,0.043,0.065,0.587,3.4347825050354,1298.34777832031,,2.0,3.23076915740967,756.0,5.30765438079834,0.009800000116229,,,79.0
138976,2011,Russian Mission,Western,Lower Yukon River Basin,Birds and Eggs,0.891,0.804,0.783,0.391,0.587,2834.56909179688,3804.43774414063,,1607.0,9.46684741973877,2171.88989257813,10.6213932037354,0.0288000013679266,,,79.0
139206,2011,Russian Mission,Western,Lower Yukon River Basin,Plants/Greens/Mushrooms,0.63,0.609,0.587,0.261,0.087,339.678405761719,227.679763793945,,193.882507324219,0.566551387310028,128.820007324219,0.0089866779744625,0.001700000022538,,,79.0
139229,1992,Sand Point,Southwest,Alaska Peninsula,Fish,1.0,0.817,0.788,0.558,0.827,116053.0,116054.0,lb.,59164.12109375,191.470001220703,59164.12109375,191.470001220703,0.0074873063713312,,,204.0
139443,1992,Sand Point,Southwest,Alaska Peninsula,Land Mammals,0.769,0.288,0.269,0.221,0.673,222.0,17509.0,Ind.,113.0,28.8899993896484,8926.400390625,37.5682678222656,0.0011296055745333,,,204.0
139468,1992,Sand Point,Southwest,Alaska Peninsula,Marine Mammals,0.25,0.125,0.096,0.096,0.173,2848.0,2848.0,lb.,1452.0,4.69999980926514,1452.0,18.7999992370605,0.0001837407471612,,,204.0
139475,1992,Sand Point,Southwest,Alaska Peninsula,Birds and Eggs,0.75,0.49,0.462,0.25,0.567,5349.0,3562.0,Ind.,2727.0,5.88000011444092,1816.21997070313,7.84000015258789,0.0002298049657838,,,204.0
139577,1992,Sand Point,Southwest,Alaska Peninsula,Plants/Greens/Mushrooms,0.442,0.365,0.365,0.058,0.096,223.0,894.0,Gal.,113.900001525879,1.47000002861023,455.600006103516,3.32579183578491,5.76770507905167e-05,,,204.0
139675,2016,Sand Point,Southwest,Alaska Peninsula,Fish,0.98,0.723,0.703,0.574,0.812,127906.5546875,127906.5546875,lb.,66965.53125,251.436599731445,66965.53125,256.516143798828,0.775208532810211,,1581.91662597656,191.0
139849,2016,Sand Point,Southwest,Alaska Peninsula,Land Mammals,0.703,0.248,0.218,0.238,0.624,23205.5546875,23205.5546875,lb.,12271.0,45.6170959472656,12271.0,64.8919296264648,0.14064285159111,,559.220520019531,191.0
139904,2016,Sand Point,Southwest,Alaska Peninsula,Marine Mammals,0.228,0.079,0.04,0.069,0.168,1119.52478027344,1119.52478027344,lb.,592.0,2.20074343681335,592.0,9.66413402557373,0.0067851496860384,,46.3945922851563,191.0
139940,2016,Sand Point,Southwest,Alaska Peninsula,Birds and Eggs,0.446,0.356,0.297,0.158,0.277,875.475891113281,875.475891113281,lb.,462.947998046875,1.72099614143372,462.947998046875,3.86268043518066,0.0053060329519212,,56.1258583068848,191.0
140377,2016,Sand Point,Southwest,Alaska Peninsula,Plants/Greens/Mushrooms,0.604,0.545,0.545,0.158,0.149,507.890625,507.890625,lb.,263.450012207031,0.998403072357178,263.450012207031,1.65309357643127,0.0030781936366111,,17.8122100830078,191.0
140400,1995,Savoonga,Arctic,Bering Strait,Birds and Eggs,1.0,,0.984,0.397,0.175,16016.0,14194.0,Ind.,7644.0,25.1800003051758,6774.330078125,25.1800003051758,,,,132.0
140548,2006,Savoonga,Arctic,Bering Strait,Fish,0.943,0.936,0.936,0.348,0.362,76422.0546875,76422.0546875,lb.,73302.7890625,116.67488861084,73302.7890625,123.692932128906,0.0518364906311035,,1831.13659667969,150.0
140660,2006,Savoonga,Arctic,Bering Strait,Land Mammals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lb.,0.0,0.0,0.0,,0.0,,0.0,150.0
140686,2006,Savoonga,Arctic,Bering Strait,Marine Mammals,0.78,0.723,0.723,0.411,0.376,1335390.75,1335390.75,lb.,1280885.0,2038.76452636719,1280885.0,2613.32543945313,0.905785262584686,,18828.333984375,150.0
140742,2006,Savoonga,Arctic,Bering Strait,Birds and Eggs,0.745,0.716,0.716,0.326,0.284,52336.31640625,52336.31640625,lb.,50200.140625,79.9027786254883,50200.140625,107.298011779785,0.0354993231594563,,1004.60864257813,150.0
141211,2006,Savoonga,Arctic,Bering Strait,Plants/Greens/Mushrooms,0.695,0.695,0.645,0.305,0.22,1656.095703125,1656.095703125,lb.,1582.5,2.52839040756226,1582.5,3.63778614997864,0.0011233170516789,,53.4366302490234,150.0
141234,1987,Saxman,Southeast,Ketchikan-Wrangell,Fish,0.934,,0.641,0.254,0.854,13452.0,13452.0,lb.,,51.9900016784668,,55.6638107299805,0.0055605159141123,,,76.0
141314,1987,Saxman,Southeast,Ketchikan-Wrangell,Land Mammals,0.575,,0.263,0.146,0.42,56.0,5293.0,Ind.,,20.4599990844727,,35.5826072692871,0.0021879132837057,,,76.0
141321,1987,Saxman,Southeast,Ketchikan-Wrangell,Marine Mammals,0.268,,0.075,0.033,0.193,7.0,568.0,Ind.,,2.20000004768372,,8.20895576477051,0.0002347883564652,,,76.0
141325,1987,Saxman,Southeast,Ketchikan-Wrangell,Birds and Eggs,0.033,,0.033,0.0,0.0,116.0,128.0,Ind.,,0.490000009536743,,14.848484992981,5.29100507264957e-05,,,76.0
141380,1987,Saxman,Southeast,Ketchikan-Wrangell,Plants/Greens/Mushrooms,0.213,,0.113,0.099,0.132,192.0,192.0,Quarts,,0.740000009536743,,3.47417855262756,7.93650833657011e-05,,,76.0
141416,1999,Saxman,Southeast,Ketchikan-Wrangell,Fish,0.945,0.589,0.575,0.521,0.849,32954.27734375,74515.1875,lb.,21869.658203125,130.228073120117,49450.98828125,137.777526855469,0.599687397480011,,,110.0
141474,1999,Saxman,Southeast,Ketchikan-Wrangell,Land Mammals,0.644,0.356,0.247,0.301,0.507,220.247695922852,16579.8828125,Ind.,146.16438293457,28.9761905670166,11003.013671875,45.0055732727051,0.133432477712631,,,110.0
141499,1999,Saxman,Southeast,Ketchikan-Wrangell,Marine Mammals,0.274,0.082,0.082,0.11,0.219,129.423904418945,6977.5380859375,Ind.,85.8904113769531,12.1944446563721,4630.5478515625,44.5097236633301,0.0561542063951492,,,110.0
141507,1999,Saxman,Southeast,Ketchikan-Wrangell,Birds and Eggs,0.055,0.082,0.055,0.014,0.0,88.5531997680664,77.3591690063477,Ind.,58.7671241760254,0.135198414325714,51.3383560180664,2.46737098693848,0.0006225752877071,,,110.0
141644,1999,Saxman,Southeast,Ketchikan-Wrangell,Plants/Greens/Mushrooms,0.507,0.411,0.411,0.233,0.26,5247.3447265625,2414.9365234375,lb.,3482.32885742188,4.22051572799683,1602.63977050781,8.3269624710083,0.0194350574165583,,,110.0
141748,2013,Scammon Bay,Western,Lower Yukon River Basin,Fish,1.0,0.907,0.895,0.826,0.884,118411.703125,118411.703125,lb.,3823940.0,188.592010498047,83381.203125,188.592010498047,0.452000021934509,,,123.0
141891,2013,Scammon Bay,Western,Lower Yukon River Basin,Land Mammals,0.988,0.686,0.605,0.605,0.779,51532.69921875,51532.69921875,lb.,24200.0,82.0751724243164,36031.0,83.0407638549805,0.19700001180172,,,123.0
141925,2013,Scammon Bay,Western,Lower Yukon River Basin,Marine Mammals,0.907,0.64,0.558,0.523,0.721,53049.5,53049.5,lb.,26000.0,84.4908599853516,44311.0,93.1565933227539,0.202000007033348,,,123.0
141937,2013,Scammon Bay,Western,Lower Yukon River Basin,Birds and Eggs,0.919,0.814,0.814,0.558,0.593,25256.099609375,25256.099609375,lb.,1100600.0,40.2249908447266,17582.599609375,43.7892303466797,0.096000000834465,,,123.0
142179,2013,Scammon Bay,Western,Lower Yukon River Basin,Plants/Greens/Mushrooms,0.756,0.733,0.733,0.279,0.174,799.599975585938,799.599975585938,lb.,58008.0,1.27345132827759,555.299987792969,1.68487405776978,0.003000000026077,,,123.0
142197,2017,Scammon Bay,Western,Lower Yukon River Basin,Fish,0.989,0.909,0.909,0.636,0.773,74883.359375,74883.359375,lb.,49653.12109375,130.005828857422,49653.12109375,131.500152587891,0.98226261138916,189.233642578125,585.317504882813,132.0
142339,1993,Selawik,Arctic,Kotzebue,Birds and Eggs,0.677,0.538,0.431,0.308,0.477,4088.0,4088.0,lb.,2028.56005859375,7.34999990463257,2028.56005859375,10.8567209243774,,,,131.0
142532,1997,Selawik,Arctic,Kotzebue,Birds and Eggs,,,0.733,,,3783.0,6477.0,Ind.,1503.0,9.0,2573.63989257813,,,,,151.0
143064,1999,Selawik,Arctic,Kotzebue,Land Mammals,0.971,0.643,0.629,0.771,0.879,1364.0,210190.0,Ind.,1224.0,298.470001220703,188632.0,307.384155273438,0.0,,,156.0
143080,2006,Selawik,Arctic,Kotzebue,Fish,,0.631,0.624,,,42668.0,115483.0,,37843.0,150.300003051758,102422.5,,,,,168.0
143085,2006,Selawik,Arctic,Kotzebue,Land Mammals,,0.664,0.644,,,1117.0,154442.0,,991.0,201.0,136976.0,,,,,168.0
143102,2011,Selawik,Arctic,Kotzebue,Fish,0.912,0.758,0.725,0.703,0.813,316653.09375,316653.09375,lb.,34700.0,369.77001953125,116611.203125,405.449615478516,0.693000018596649,,,169.0
143186,2011,Selawik,Arctic,Kotzebue,Land Mammals,0.967,0.747,0.616,0.627,0.857,115908.796875,115908.796875,lb.,588.0,135.351974487305,49433.6015625,139.97102355957,0.252999991178513,,,169.0
143220,2011,Selawik,Arctic,Kotzebue,Marine Mammals,0.747,0.099,0.033,0.297,0.747,3509.89990234375,3509.89990234375,lb.,6.0,4.098708152771,1876.0,5.486891746521,0.0069999997504055,,,169.0
143231,2011,Selawik,Arctic,Kotzebue,Birds and Eggs,0.659,0.538,0.483,0.494,0.417,14021.099609375,14021.099609375,lb.,2333.0,16.3731002807617,4764.5,24.8453712463379,0.0299999993294477,,,169.0
143453,2011,Selawik,Arctic,Kotzebue,Plants/Greens/Mushrooms,0.406,0.286,0.264,0.241,0.175,1129.69995117188,1129.69995117188,lb.,300.299987792969,1.31925535202026,405.299987792969,3.24939751625061,0.0020000000949949,,,169.0
143466,1982,Seldovia,Southcentral,Kenai Peninsula,Fish,1.0,,0.657,,0.886,17668.0,17668.0,lb.,3595.19995117188,29.4699993133545,3595.19995117188,29.4699993133545,0.0058106952346861,,,172.0
143534,1982,Seldovia,Southcentral,Kenai Peninsula,Land Mammals,,,0.171,,,4197.0,4197.0,lb.,854.0,7.0,854.0,,0.0013803197070956,,,172.0
143547,1982,Seldovia,Southcentral,Kenai Peninsula,Marine Mammals,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,172.0
143550,1982,Seldovia,Southcentral,Kenai Peninsula,Birds and Eggs,,,0.2,,,610.0,850.0,Ind.,124.099998474121,1.41999995708466,173.0,,0.0002795500913634,,,172.0
143574,1982,Seldovia,Southcentral,Kenai Peninsula,Plants/Greens/Mushrooms,0.2,,0.2,,0.029,74.0,74.0,lb.,15.0,0.119999997317791,15.0,0.599999964237213,2.43373033299577e-05,,,172.0
143577,1991,Seldovia,Southcentral,Kenai Peninsula,Fish,0.97,0.909,0.894,0.697,0.773,45270.0,45270.0,lb.,25756.970703125,132.770004272461,25756.970703125,136.87629699707,0.0064616966992616,132.219833374023,1108.06701660156,116.0
143744,1991,Seldovia,Southcentral,Kenai Peninsula,Land Mammals,0.53,0.364,0.242,0.212,0.424,211.0,10078.0,Ind.,120.0,29.5599994659424,5734.10009765625,55.7735824584961,0.0014385017566382,23.4872627258301,144.949966430664,116.0
143773,1991,Seldovia,Southcentral,Kenai Peninsula,Marine Mammals,0.061,0.0,0.0,0.03,0.061,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,116.0
143780,1991,Seldovia,Southcentral,Kenai Peninsula,Birds and Eggs,0.242,0.227,0.212,0.076,0.076,489.0,402.0,Ind.,278.0,1.17999994754791,228.5,4.87603282928467,5.7380209909752e-05,0.0,22.0284271240234,116.0
143875,1991,Seldovia,Southcentral,Kenai Peninsula,Plants/Greens/Mushrooms,0.318,0.303,0.303,0.076,0.061,66.0,264.0,Gal.,37.0,0.769999980926514,150.0,2.42138361930847,3.7682522815885e-05,0.0,12.4271230697632,116.0
143879,1992,Seldovia,Southcentral,Kenai Peninsula,Fish,0.954,0.892,0.862,0.754,0.769,37393.0,37393.0,lb.,17741.240234375,99.6699981689453,17741.240234375,104.475891113281,0.0068672751076519,92.7300643920898,1427.25122070313,137.0
144071,1992,Seldovia,Southcentral,Kenai Peninsula,Land Mammals,0.615,0.369,0.169,0.185,0.538,51.0,5703.0,Ind.,24.0,15.1999998092651,2705.69995117188,24.715446472168,0.0010473636211827,14.4154634475708,111.844108581543,137.0
144103,1992,Seldovia,Southcentral,Kenai Peninsula,Marine Mammals,0.108,0.062,0.046,0.031,0.092,11.0,472.0,Ind.,5.0,1.25999999046326,224.0,11.6666660308838,8.668344526086e-05,0.0,17.3979721069336,137.0
144112,1992,Seldovia,Southcentral,Kenai Peninsula,Birds and Eggs,0.354,0.323,0.292,0.062,0.154,624.0,499.0,Ind.,296.0,1.33000004291534,236.940002441406,3.75706219673157,9.16420322027989e-05,0.0,35.5415725708008,137.0
144220,1992,Seldovia,Southcentral,Kenai Peninsula,Plants/Greens/Mushrooms,0.338,0.277,0.277,0.077,0.108,71.0,285.0,Gal.,34.0,0.759999990463257,135.240005493164,2.24852085113525,5.23406342836097e-05,0.0,24.8542461395264,137.0
144224,1993,Seldovia,Southcentral,Kenai Peninsula,Fish,0.908,0.862,0.846,0.662,0.769,46466.0,46466.0,lb.,19740.259765625,107.870002746582,19740.259765625,118.799560546875,0.0058770854957401,108.135276794434,577.034423828125,153.0
144427,1993,Seldovia,Southcentral,Kenai Peninsula,Land Mammals,0.6,0.262,0.154,0.277,0.508,137.0,10161.0,Ind.,58.0,23.5900001525879,4316.89990234375,39.3166656494141,0.001285177655518,43.2944946289063,117.401992797852,153.0
144460,1993,Seldovia,Southcentral,Kenai Peninsula,Marine Mammals,0.138,0.046,0.046,0.092,0.092,16.0,527.0,Ind.,7.0,1.22000002861023,224.0,8.84057998657227,6.66557098156773e-05,0.0,16.3745632171631,153.0
144469,1993,Seldovia,Southcentral,Kenai Peninsula,Birds and Eggs,0.338,0.262,0.262,0.092,0.154,699.0,552.0,Ind.,297.0,1.27999997138977,234.619995117188,3.78698229789734,6.98177391313948e-05,0.0,16.4038028717041,153.0
144617,1993,Seldovia,Southcentral,Kenai Peninsula,Plants/Greens/Mushrooms,0.4,0.4,0.4,0.154,0.077,268.0,1071.0,Gal.,113.730003356934,2.49000000953674,454.920013427734,6.22499990463257,0.0001354615960735,0.0,13.9664831161499,153.0
144653,2000,Seldovia,Southcentral,Kenai Peninsula,Birds and Eggs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ind.,0.0,0.0,0.0,,,,,52.0
144789,2014,Seldovia,Southcentral,Kenai Peninsula,Fish,0.968,0.758,0.716,0.642,0.884,23217.69921875,23217.69921875,lb.,8526.5,83.497917175293,17350.099609375,86.2206726074219,0.60400003194809,117.211875915527,284.531402587891,127.0
144999,2014,Seldovia,Southcentral,Kenai Peninsula,Land Mammals,0.621,0.168,0.095,0.116,0.611,4797.2998046875,4797.2998046875,lb.,13.0,17.2524013519287,3580.5,27.7792892456055,0.125,32.9879379272461,32.9879379272461,127.0
145061,2014,Seldovia,Southcentral,Kenai Peninsula,Marine Mammals,0.011,0.011,0.011,0.0,0.011,299.5,299.5,lb.,6.0,1.07692289352417,224.0,102.307678222656,0.0080000003799796,0.0,55.673511505127,127.0
145079,2014,Seldovia,Southcentral,Kenai Peninsula,Birds and Eggs,0.232,0.211,0.158,0.042,0.095,250.699996948242,250.699996948242,lb.,141.0,0.901499330997467,187.5,3.89283800125122,0.0069999997504055,0.0,33.2425537109375,127.0
145504,2014,Seldovia,Southcentral,Kenai Peninsula,Plants/Greens/Mushrooms,0.558,0.537,0.537,0.221,0.179,610.400024414063,610.400024414063,lb.,448.899993896484,2.19502305984497,455.100006103516,3.93447542190552,0.0160000007599592,0.310678094625473,27.1711120605469,127.0
145578,2000,Seward,Southcentral,Kenai Peninsula,Fish,0.933,0.673,0.635,0.481,0.75,315112.59375,315112.59375,lb.,19426.0,69.4000015258789,19426.0,74.4000015258789,0.715999960899353,80.2699966430664,167.649993896484,1687.0
145637,2000,Seward,Southcentral,Kenai Peninsula,Land Mammals,0.471,0.163,0.096,0.096,0.423,502.899993896484,69418.3984375,Ind.,31.0,15.3000001907349,4280.0,32.4000015258789,0.158000007271767,23.4099998474121,23.4099998474121,1687.0
145668,2000,Seward,Southcentral,Kenai Peninsula,Marine Mammals,0.019,0.0,0.0,0.0,0.019,0.0,0.0,Ind.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687.0
145677,2000,Seward,Southcentral,Kenai Peninsula,Birds and Eggs,0.154,0.144,0.106,0.029,0.058,5336.7998046875,3803.89990234375,Ind.,329.0,0.800000011920929,234.0,5.5,0.0089999996125698,9.93000030517578,9.93000030517578,1687.0
145788,2000,Seward,Southcentral,Kenai Peninsula,Plants/Greens/Mushrooms,0.183,0.135,0.135,0.029,0.067,858.099975585938,3432.39990234375,Gal.,53.0,0.800000011920929,212.0,4.19999980926514,0.0080000003799796,4.1399998664856,4.1399998664856,1687.0
145855,1990,Shageluk,Interior,Middle Yukon River Basin,Fish,,,0.563,,,8244.0,37038.0,Ind.,6595.2001953125,299.299591064453,29630.66015625,,0.0067220819182694,,,40.0
145869,1990,Shageluk,Interior,Middle Yukon River Basin,Land Mammals,,,0.5,,,201.0,16618.0,Ind.,161.0,134.282821655273,13294.0,,0.0030160257592797,,,40.0
145886,1990,Shageluk,Interior,Middle Yukon River Basin,Birds and Eggs,,,0.438,,,495.0,1124.0,Ind.,396.0,9.0787878036499,898.799987792969,,0.0002039964456344,,,40.0
145911,1990,Shageluk,Interior,Middle Yukon River Basin,Plants/Greens/Mushrooms,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,40.0
145915,2002,Shageluk,Interior,Middle Yukon River Basin,Fish,0.938,0.344,0.344,0.156,0.781,4870.0,19758.0,Ind.,3888.14526367188,159.65657043457,15774.1328125,,,,,40.0
145935,2004,Shageluk,Interior,Middle Yukon River Basin,Land Mammals,1.0,0.615,0.436,0.308,0.641,33.0,8640.0,Ind.,33.0,77.0999984741211,8640.0,,,,,39.0
145944,2013,Shageluk,Interior,Middle Yukon River Basin,Fish,0.962,0.731,0.692,0.423,0.769,15904.099609375,15904.099609375,lb.,3096.0,187.616180419922,14258.7998046875,195.120834350586,0.648999989032745,,,29.0
146075,2013,Shageluk,Interior,Middle Yukon River Basin,Land Mammals,1.0,0.577,0.538,0.5,0.885,6902.0,6902.0,lb.,152.0,81.4210510253906,6188.0,81.4210510253906,0.282000005245209,,,29.0
146109,2013,Shageluk,Interior,Middle Yukon River Basin,Marine Mammals,0.038,0.0,0.0,0.0,0.038,0.0,0.0,lb.,0.0,0.0,0.0,0.0,0.0,,,29.0
146119,2013,Shageluk,Interior,Middle Yukon River Basin,Birds and Eggs,0.769,0.577,0.577,0.462,0.423,1064.59997558594,1064.59997558594,lb.,628.0,12.5587043762207,954.5,16.3263168334961,0.0430000014603138,,,29.0
146357,2013,Shageluk,Interior,Middle Yukon River Basin,Plants/Greens/Mushrooms,0.308,0.308,0.308,0.115,0.077,52.4000015258789,52.4000015258789,lb.,120.01000213623,0.618552625179291,47.0,2.0102961063385,0.0020000000949949,,,29.0
146375,1993,Shaktoolik,Arctic,Norton Sound,Birds and Eggs,0.978,0.87,0.804,0.609,0.63,3692.0,3692.0,lb.,3466.2099609375,16.9099998474121,3466.2099609375,17.2903881072998,,,,49.0
146552,1998,Shaktoolik,Arctic,Norton Sound,Land Mammals,0.98,0.706,0.627,0.569,0.941,210.0,33923.0,Ind.,191.0,144.360000610352,30894.0,147.306121826172,,,,56.0
146564,1999,Shaktoolik,Arctic,Norton Sound,Land Mammals,0.98,0.608,0.51,0.412,0.941,157.0,24461.0,Ind.,136.0,105.190002441406,21144.0,107.336738586426,0.0,,,59.0
146588,2009,Shaktoolik,Arctic,Norton Sound,Land Mammals,0.6,0.564,0.509,0.364,0.382,169.0,22303.0,lb.,155.0,99.7268295288086,20444.0,166.211380004883,1.0,147.498657226563,1843.73315429688,60.0
146617,1982,Sheep Mountain,Southcentral,Copper River Basin,Fish,1.0,,0.778,,,2075.0,2075.0,lb.,982.900024414062,35.0999984741211,982.900024414062,35.0999984741211,0.0055377637036144,,,19.0
146646,1982,Sheep Mountain,Southcentral,Copper River Basin,Land Mammals,1.0,,0.444,,,203.0,1425.0,Ind.,96.0,24.1100006103516,675.0,24.1100006103516,0.0038030424620956,,,19.0
146674,1982,Sheep Mountain,Southcentral,Copper River Basin,Birds and Eggs,0.444,,0.333,,,177.0,89.0,Ind.,84.0,1.50999999046326,42.0,3.40090084075928,0.0002375233598286,,,19.0
146690,1982,Sheep Mountain,Southcentral,Copper River Basin,Plants/Greens/Mushrooms,0.333,,0.333,,,21.0,21.0,lb.,10.0,0.360000014305115,10.0,1.08108115196228,5.60448352189269e-05,,,19.0
146692,1980,Nunam Iqua (Sheldon Point),Western,Lower Yukon River Basin,Fish,,,1.0,,,64505.0,150435.0,Ind.,19632.0,1090.10998535156,45784.69921875,,0.0078230956569314,,,23.0
146712,1980,Nunam Iqua (Sheldon Point),Western,Lower Yukon River Basin,Land Mammals,,,0.857,,,1850.0,8231.0,Ind.,563.0,59.6399993896484,2505.30004882813,,0.0004280380089767,,,23.0
146728,1980,Nunam Iqua (Sheldon Point),Western,Lower Yukon River Basin,Marine Mammals,,,0.857,,,289.0,28872.0,Ind.,88.0,209.220001220703,8787.0,,0.0015014352975413,,,23.0
146737,1980,Nunam Iqua (Sheldon Point),Western,Lower Yukon River Basin,Birds and Eggs,,,1.0,,,1656.0,4758.0,Ind.,504.0,34.4799995422363,1448.0,,0.0002474310458637,,,23.0
146756,2014,Nunam Iqua (Sheldon Point),Western,Lower Yukon River Basin,Fish,0.829,0.732,0.61,0.537,0.78,21703.7109375,21703.7109375,lb.,21186.955078125,122.467956542969,21186.955078125,147.681945800781,1.0,,192.8388671875,42.0
146886,1982,Shishmaref,Arctic,Kotzebue,Fish,,0.86,0.837,,,,,,,,,,,,,78.0
146902,1982,Shishmaref,Arctic,Kotzebue,Land Mammals,,0.791,0.767,,,,,,,,,,,,,78.0
146914,1982,Shishmaref,Arctic,Kotzebue,Marine Mammals,,0.814,0.814,,,,,,,,,,,,,78.0
146922,1982,Shishmaref,Arctic,Kotzebue,Birds and Eggs,,0.837,0.837,,,,,,,,,,,,,78.0
146933,1989,Shishmaref,Arctic,Kotzebue,Fish,0.857,0.714,0.619,0.476,0.667,58073.0,28217.0,Ind.,10335.0,59.7799987792969,5021.77001953125,69.7549591064453,0.0009014440583996,,,118.0
147003,1989,Shishmaref,Arctic,Kotzebue,Land Mammals,0.762,0.429,0.429,0.333,0.571,950.0,48817.0,Ind.,169.0,103.430000305176,8687.599609375,135.734909057617,0.00155954901129,,,118.0
147029,1989,Shishmaref,Arctic,Kotzebue,Marine Mammals,0.857,0.571,0.571,0.381,0.524,1186.0,217370.0,Ind.,211.0,460.529998779297,38684.5,537.374572753906,0.0069442843087017,,,118.0
147042,1989,Shishmaref,Arctic,Kotzebue,Birds and Eggs,0.762,0.571,0.476,0.429,0.524,5630.0,5908.0,Ind.,1002.0,12.5200004577637,1051.38000488281,16.4304466247559,0.000188741920283,,,118.0
147168,1989,Shishmaref,Arctic,Kotzebue,Plants/Greens/Mushrooms,0.619,0.524,0.524,0.333,0.19,2273.0,2274.0,Gal.,404.600006103516,4.82000017166138,404.600006103516,7.78675270080566,7.26471116649918e-05,,,118.0
147172,1995,Shishmaref,Arctic,Kotzebue,Fish,0.933,0.844,0.844,0.756,0.822,88216.0,88216.0,lb.,28355.01953125,157.529998779297,28355.01953125,168.842437744141,0.0019866856746375,,,140.0
147271,1995,Shishmaref,Arctic,Kotzebue,Land Mammals,0.889,0.711,0.6,0.622,0.8,1095.0,84215.0,Ind.,351.899993896484,150.380004882813,27069.19921875,169.156356811523,0.0018965804483741,,,140.0
147299,1995,Shishmaref,Arctic,Kotzebue,Marine Mammals,0.822,0.644,0.644,0.667,0.756,1691.0,247212.0,Ind.,543.52001953125,441.450012207031,79460.859375,537.043823242188,0.0055673862807452,,,140.0
147313,1995,Shishmaref,Arctic,Kotzebue,Birds and Eggs,0.822,0.778,0.778,0.644,0.4,12158.0,15481.0,Ind.,3908.0,27.6399993896484,4976.14990234375,33.6253051757813,0.0003486429050099,,,140.0
147522,1995,Shishmaref,Arctic,Kotzebue,Plants/Greens/Mushrooms,0.667,0.6,0.578,0.378,0.378,608.0,663.0,Gal.,195.369995117188,1.17999994754791,213.0,1.76911544799805,1.49312218127307e-05,,,140.0
147523,2000,Shishmaref,Arctic,Kotzebue,Land Mammals,0.898,0.496,0.431,0.438,0.803,366.0,71884.0,Ind.,334.0,128.5,65654.0,,,,,150.0
147542,2006,Shishmaref,Arctic,Kotzebue,Fish,0.92,0.84,0.733,0.667,0.787,59710.828125,59710.828125,lb.,33926.60546875,96.152702331543,33926.60546875,104.513809204102,0.111265487968922,,231.976943969727,133.0
147654,2006,Shishmaref,Arctic,Kotzebue,Land Mammals,0.933,0.787,0.64,0.72,0.813,127424.0,127424.0,lb.,72400.0,205.191619873047,72400.0,219.848175048828,0.237442597746849,,275.988861083984,133.0
147685,2006,Shishmaref,Arctic,Kotzebue,Marine Mammals,0.853,0.76,0.587,0.667,0.6,326300.46875,326300.46875,lb.,185398.0,525.443603515625,185398.0,615.754211425781,0.608030140399933,,821.63623046875,133.0
147741,2006,Shishmaref,Arctic,Kotzebue,Birds and Eggs,0.933,0.733,0.64,0.733,0.707,9656.1552734375,9656.1552734375,lb.,5486.4521484375,15.5493650436401,5486.4521484375,16.6600341796875,0.0179933346807957,,21.7577209472656,133.0
