X,Y,OBJECTID,CommunityName,EntityName,PreKindergarten,Kindergarten,FirstGrade,SecondGrade,ThirdGrade,FourthGrade,FifthGrade,SixthGrade,SeventhGrade,EighthGrade,NinthGrade,TenthGrade,EleventhGrade,TwelfthGrade,TotalEnrollmentK12,TotalEnrollmentPK12,PeriodStartDate,PeriodEndDate,SchoolYear,DataYear,AsOfDate
-14819790.3088652,7457257.6092591,4091,Craig,Craig High School,0,0,0,0,0,0,0,0,0,0,21,23,11,13,68,68,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-14820775.6299609,7454858.50180627,4092,Craig,Craig Middle School,0,0,0,0,0,0,0,13,17,24,0,0,0,0,54,54,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16372015.7680666,9522656.28672773,4093,Moose Creek,Crawford Elementary,0,0,0,0,74,65,65,51,0,0,0,0,0,0,255,255,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16669219.8671393,8675671.2740265,4094,Anchorage,Creekside Park Elementary,12,54,70,60,54,72,58,0,0,0,0,0,0,0,368,380,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-17727072.1044319,8758348.50598951,4095,Chuathbaluk,Crow Village Sam School,2,3,3,2,2,1,3,1,3,1,0,0,3,0,22,24,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16408178.6206577,9976173.78309333,4096,Beaver,Cruikshank School,0,2,1,1,0,3,0,0,0,0,1,0,1,2,11,11,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16596432.8632266,9493899.22278395,4097,Nenana,CyberLynx Correspondence Program,76,108,107,121,96,122,98,108,102,99,85,90,226,108,1470,1546,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-17818437.8945403,9077153.91315346,4098,Grayling,David Louis Memorial School,1,3,2,2,5,2,5,2,7,4,6,2,2,2,44,45,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-17812438.2881713,10044312.6009985,4099,Selawik,Davis-Ramoth School,0,14,26,16,21,22,18,19,21,22,15,10,10,10,224,224,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-18113876.1231797,9897358.12749351,4100,Deering,Deering School,5,6,2,9,0,4,6,3,5,4,5,1,2,2,49,54,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16220464.8413411,9359959.71764784,4101,Delta Junction,Delta Junction Elementary,22,47,56,49,50,53,59,0,0,0,0,0,0,0,314,336,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16220800.2281538,9360603.94133996,4102,Delta Junction,Delta Junction Junior High School,0,0,0,0,0,0,0,64,43,55,0,0,0,0,162,162,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16220819.3373689,9360682.7671787,4103,Delta Junction,Delta Junction Senior High School,0,0,0,0,0,0,0,0,0,0,43,34,32,40,149,149,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16663705.062496,8741379.21861582,4104,Wasilla,Dena’ina Elementary School,35,74,60,70,60,71,52,0,0,0,0,0,0,0,387,422,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16447286.7852644,9566367.25176046,4105,Fairbanks,Denali Elementary,1,40,36,43,38,27,38,47,0,0,0,0,0,0,269,270,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16684710.3674636,8674970.49950161,4106,Anchorage,Denali Montessori Elementary,0,67,64,48,56,52,50,47,0,0,0,0,0,0,384,384,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16588187.3804536,9317614.99622005,4107,Healy,Denali PEAK,40,46,49,64,65,73,59,81,65,69,66,60,69,76,842,882,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-17640471.7170454,8189821.53547572,4108,Dillingham,Dillingham Elementary,3,28,34,27,38,35,39,0,0,0,0,0,0,0,201,204,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-17640215.0080657,8189539.78191983,4109,Dillingham,Dillingham Middle/High School,0,0,0,0,0,0,0,35,39,42,25,30,25,27,223,223,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16690669.9885395,8658714.13676591,4110,Anchorage,Dimond High School,0,0,0,0,0,0,0,0,0,0,388,356,365,311,1420,1420,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-18807591.9504806,9811171.56367649,4111,Diomede,Diomede School,4,1,4,1,2,2,3,2,1,0,4,0,3,3,26,30,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16403064.2808694,9546215.44942527,4112,North Pole,Discovery Peak Charter School,0,20,23,20,19,22,21,22,17,21,0,0,0,0,185,185,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16649501.4917391,8703296.51712762,4113,McGrath,Distance Learning/Corresp. Ctr.,0,13,11,14,7,17,10,13,11,7,11,6,6,2,128,128,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16036561.1774265,9263428.77714138,4114,Dot Lake,Dot Lake School,0,0,1,1,0,2,1,1,0,1,0,0,1,0,8,8,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16681894.1984139,8674248.87715192,4115,Anchorage,Dr. Etheldra Davis - Fairview Elementary School,27,41,43,41,61,40,50,43,0,0,0,0,0,0,319,346,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-14974085.4653101,8043959.89729504,4116,Thane,Dzantik'i Heeni Middle School,0,0,0,0,0,0,0,137,154,148,0,0,0,0,439,439,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16651120.5752899,8699458.69151643,4117,Eagle River,Eagle Academy Charter School,0,25,25,26,25,26,24,23,0,0,0,0,0,0,174,174,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-15718609.3843877,9552450.86354243,4118,Eagle Village,Eagle Community School,0,0,3,0,1,0,1,1,2,0,1,2,0,1,12,12,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16650021.737702,8699481.78483341,4119,Eagle River,Eagle River Elementary,0,47,41,31,43,40,43,41,0,0,0,0,0,0,286,286,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16650342.4999167,8694631.74398428,4120,Eagle River,Eagle River High School,0,0,0,0,0,0,0,0,0,0,218,208,204,177,807,807,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-18538047.4343397,7146109.92845341,4121,Unalaska,Eagle's View Elementary School,4,20,29,24,24,31,25,32,0,0,0,0,0,0,185,189,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16961480.1258048,7926474.34181006,4122,Kodiak,East Elementary,82,45,35,49,38,42,45,0,0,0,0,0,0,0,254,336,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-17448644.456454,11505101.5751692,4123,Utqiagvik,Eben Hopson Middle School,0,0,0,0,0,0,0,93,86,94,0,0,0,0,273,273,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-18036631.8972084,8447951.87381776,4124,Eek,Eek School,9,4,7,7,8,13,10,9,9,9,11,5,6,3,101,110,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16457531.4474255,9568372.68303257,4125,Fairbanks,Effie Kokrine Charter School,0,0,0,0,0,0,0,0,22,20,22,24,33,24,145,145,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-17555566.1386273,9577250.66740493,4126,Koyukuk,Ella B. Vernetti School,0,0,2,1,2,1,0,1,2,2,0,0,0,0,11,11,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-18315292.0336051,9046214.30822965,4127,Emmonak,Emmonak School,9,17,18,20,20,18,17,17,21,15,12,15,5,12,207,216,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-14735907.5117759,7653073.27929566,4128,Wrangell,Evergreen Elementary,3,21,23,18,21,23,24,0,0,0,0,0,0,0,130,133,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-18413094.5027973,9488819.76732749,4129,Nome,Extensions Correspondence,0,1,3,1,3,0,0,0,1,2,0,2,2,2,17,17,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16441082.2776727,9568160.52721294,4130,Fairbanks,Fairbanks B.E.S.T.,0,59,59,49,41,47,48,48,64,64,71,59,68,66,743,743,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-18190932.7485357,7333746.84415626,4131,False Pass,False Pass School,0,1,2,1,2,1,0,1,2,0,1,0,0,0,11,11,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16685662.8411832,8667218.15158963,4132,Anchorage,Family Partnership Charter School,0,94,85,101,101,104,107,114,87,89,87,103,95,68,1235,1235,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-14658324.3096062,7430791.72796531,4133,Ketchikan,Fast Track,0,7,4,18,9,5,17,6,3,6,1,4,7,9,96,96,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-14646240.3373173,7422646.16160186,4134,Pennock Island,Fawn Mountain Elementary,17,40,31,36,35,39,33,49,0,0,0,0,0,0,263,280,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16620488.5665883,8767022.48844988,4135,Wasilla,Finger Lake Elementary,52,55,65,62,65,60,62,0,0,0,0,0,0,0,369,421,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16647491.9215671,8705141.30759815,4136,Anchorage,Fire Lake Elementary,1,40,41,35,40,38,39,2,0,0,0,0,0,0,235,236,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16872510.9749812,8320848.93123772,4137,Homer,Fireweed Academy,0,10,17,15,16,10,14,12,0,0,0,0,0,0,94,94,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-14980062.6691882,8049281.67685273,4138,Juneau,Floyd Dryden Middle School,0,0,0,0,0,0,0,112,164,125,0,0,0,0,401,401,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16680963.9290366,8657255.01160712,4139,Anchorage,FOCUS Homeschool,42,37,52,39,48,35,43,50,33,42,29,36,33,39,516,558,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16169430.8358973,10033059.295508,4140,Fort Yukon,Fort Yukon School,7,5,8,6,3,7,6,9,9,9,3,7,7,7,86,93,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16622763.5687352,8752834.17821087,4141,Wasilla,Fred and Sara Machetanz Elementary School,7,74,80,77,76,70,73,0,0,0,0,0,0,0,450,457,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-17449802.3580487,11502583.9303507,4142,Utqiagvik,Fred Ipalook Elementary,107,59,70,77,90,74,75,0,0,0,0,0,0,0,445,552,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16626396.0917009,8766259.29124919,4143,Wasilla,Fronteras Charter School,0,48,45,41,38,39,43,22,22,18,0,0,0,0,316,316,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16685812.919449,8670675.016799,4144,Anchorage,Frontier Charter School,0,27,29,27,28,30,32,32,50,36,38,44,45,52,470,470,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-17472077.5773996,9540684.66683106,4145,Galena,Galena Interior Learning Academy (GILA),0,0,0,0,0,0,0,0,0,0,36,39,43,31,149,149,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-19115250.693002,9293329.07946052,4146,Gambell,Gambell School,7,10,8,15,6,16,19,13,11,10,12,13,16,14,163,170,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16292700.8119932,8657637.13820424,4147,Valdez,George H. Gilson Middle School,0,0,0,0,0,0,0,57,52,55,0,0,0,0,164,164,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-17849779.5971671,8749137.02249958,4148,Lower Kalskag,George Morgan Sr. H.S.,0,0,0,0,0,0,0,9,14,15,7,5,5,13,68,68,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16125804.4950203,9314422.11252023,4149,Gold Sand Acres,Gerstle River School,0,5,4,2,3,3,3,1,3,0,4,1,1,1,31,31,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16600799.552149,8618621.24429235,4150,Portage,Girdwood School,2,21,23,25,21,15,23,16,17,20,0,0,0,0,181,183,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16444786.4093499,8810336.62438823,4151,Glacier View,Glacier View School,0,3,2,3,3,6,1,1,2,3,5,3,2,0,34,34,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-18008216.1993446,8580524.84134851,4152,Bethel,Gladys Jung Elementary,0,0,0,0,74,84,75,85,0,0,0,0,0,0,318,318,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16690727.5181183,8662024.68829116,4153,Anchorage,Gladys Wood Elementary,12,38,35,34,48,46,44,48,0,0,0,0,0,0,293,305,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16200081.2209978,8885908.44789712,4154,Tolsona,Glennallen Elementary,3,21,21,18,20,8,18,13,0,0,0,0,0,0,119,122,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16200081.2209978,8885908.44789712,4155,Tazlina,Glennallen Jr/Sr High School,0,0,0,0,0,0,0,0,19,15,20,25,20,15,114,114,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16449068.4373505,9564461.80635764,4156,Fairbanks,Golden Heart Academy,0,0,0,0,0,0,0,0,0,0,0,2,8,7,17,17,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16673248.5621465,8643771.12572897,4157,Anchorage,Goldenview Middle School,0,0,0,0,0,0,0,0,321,359,0,0,0,0,680,680,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16654639.2747442,8751010.71168058,4158,Point MacKenzie,Goose Bay Elementary,61,113,91,82,0,0,0,0,0,0,0,0,0,0,286,347,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16683508.9534177,8679668.86111972,4159,Anchorage,Government Hill Elementary,4,83,65,67,71,71,54,53,0,0,0,0,0,0,464,468,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16647654.4548142,8696580.98879429,4160,Joint Base Elmendorf-Richardson,Gruening Middle School,0,0,0,0,0,0,0,0,258,225,0,0,0,0,483,483,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-15107215.0421014,8055826.72182066,4161,Gustavus,Gustavus School,8,3,7,1,4,3,8,4,7,6,3,6,2,5,59,67,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-17431324.8201581,8808849.37470017,4162,Stony River,Gusty Michael School,0,0,1,1,0,3,2,2,3,2,0,0,0,0,14,14,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-15078555.3069782,8231245.8233208,4163,Lutak,Haines Elementary,1,21,16,13,17,23,26,13,14,20,0,0,0,0,163,164,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-15078555.3069782,8231245.8233208,4164,Lutak,Haines High School,0,0,0,0,0,0,0,0,0,0,24,16,22,10,72,72,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-15078555.3069782,8231245.8233208,4165,Haines,Haines Home School,0,0,3,2,1,2,2,1,1,1,1,1,0,0,15,15,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16679065.5226194,8655822.49018046,4166,Anchorage,Hanshew Middle School,0,0,0,0,0,0,0,0,347,341,0,0,0,0,688,688,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-14964194.1068337,8031267.65357302,4167,Thane,Harborview Elementary,30,47,44,44,51,38,50,0,0,0,0,0,0,0,274,304,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-15987251.4507826,11110366.6792061,4168,Kaktovik,Harold Kaveolook School,11,5,7,8,5,6,3,5,3,7,3,3,6,3,64,75,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16294324.3590103,8656358.07605551,4169,Valdez,Hermon Hutchens Elementary,42,48,39,45,55,52,45,0,0,0,0,0,0,0,284,326,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16672991.4704504,8670522.85720086,4170,Anchorage,Highland Academy Charter,0,0,0,0,0,0,0,6,20,29,30,30,28,14,157,157,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-18977383.7985059,9273100.04616697,4171,Savoonga,Hogarth Kingeekuk Sr. Memorial School,19,9,19,15,20,20,23,24,22,19,14,13,11,16,225,244,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-14766535.1305935,7456026.61081976,4172,Hollis,Hollis School,2,2,2,1,0,1,3,2,1,0,2,1,0,0,15,17,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-14964307.6727518,8031347.6622752,4173,Juneau,HomeBRIDGE,0,12,10,13,16,8,12,15,14,19,12,20,21,26,198,198,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16867048.0571318,8322174.56163939,4174,Homer,Homer Flex School,0,0,0,0,0,0,0,0,0,0,0,11,9,11,31,31,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16868016.0013663,8322603.36755633,4175,Kachemak,Homer High School,0,0,0,0,0,0,0,0,0,0,93,107,94,80,374,374,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16871035.7805551,8320741.24873136,4176,Diamond Ridge,Homer Middle School,0,0,0,0,0,0,0,0,87,93,0,0,0,0,180,180,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16647456.2093839,8698496.38875563,4177,Eagle River,Homestead Elementary,1,35,42,39,39,40,36,38,0,0,0,0,0,0,269,270,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-15077410.2299454,7990175.63775116,4178,Hoonah,Hoonah City School,1,8,8,13,8,10,10,14,12,7,6,9,12,7,124,125,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-18489730.4983292,8746625.04312264,4179,Hooper Bay,Hooper Bay Charter School,0,0,0,0,0,7,15,13,5,7,0,0,0,0,47,47,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-18489730.4983292,8746625.04312264,4180,Hooper Bay,Hooper Bay School,20,37,28,38,41,26,28,30,27,30,31,37,37,34,424,444,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16655872.8871736,8607004.06047164,4181,Hope,Hope School,0,1,2,2,0,4,1,1,2,1,1,3,1,0,19,19,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-14658847.6376719,7431130.05277964,4182,Ward Cove,Houghtaling Elementary,13,41,40,46,40,43,55,46,0,0,0,0,0,0,311,324,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16672282.8162493,8762566.8743373,4183,Houston,Houston High School,0,0,0,0,0,0,0,0,0,0,97,122,83,67,369,369,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16672588.2223855,8761866.82020025,4184,Houston,Houston Middle School,0,0,0,0,0,0,0,104,104,109,0,0,0,0,317,317,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-14786342.1702983,7561232.01369238,4185,Coffman Cove,Howard Valentine Coffman Cove School,2,0,2,2,0,0,0,1,0,1,1,1,2,0,10,12,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16676566.545657,8651430.43410086,4186,Anchorage,Huffman Elementary,1,36,47,47,62,45,65,50,0,0,0,0,0,0,352,353,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16445230.9758702,9564371.7064357,4187,Fairbanks,Hunter Elementary,13,57,42,34,43,43,45,37,0,0,0,0,0,0,301,314,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16454794.5500984,9569051.44552424,4188,Fairbanks,Hutchison High School,0,0,0,0,0,0,0,0,0,0,121,110,87,70,388,388,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-14786128.393684,7402165.81034565,4189,Hydaburg,Hydaburg School,5,3,5,4,7,7,4,6,4,8,7,5,3,3,66,71,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16635386.3831306,8762484.64316227,4190,Wasilla,Iditarod Elementary,42,65,70,62,57,64,52,0,0,0,0,0,0,0,370,412,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-17355105.1100959,8251041.86974086,4191,Igiugig,Igiugig School,0,3,1,1,2,2,2,2,3,2,0,1,2,2,23,23,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16687545.7137446,8674247.88091167,4192,Anchorage,Inlet View Elementary,0,35,25,35,37,31,28,24,0,0,0,0,0,0,215,215,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-17759109.8032319,9016089.04938642,4193,Shageluk,Innoko River School,0,2,5,2,5,5,1,1,2,2,0,1,0,1,27,27,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16449524.4723387,9559268.72768124,4194,Galena,Interior Distance Education of Alaska (IDEA),303,514,593,595,585,601,604,542,543,519,446,467,463,577,7049,7352,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-17496129.8891903,8788985.02714038,4195,Sleetmute,Jack Egnaty Sr. School,1,2,2,1,1,3,1,1,0,2,0,1,0,0,14,15,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-18519889.5983456,9678163.42671998,4196,Teller,James C. Isabell School,4,6,1,11,6,4,8,5,8,3,3,9,5,1,70,74,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-17785337.6831494,8906868.15403167,4197,McGrath,Jeffery A. Bader Memorial School,0,3,1,1,3,0,1,0,2,1,4,3,0,0,19,19,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-17409169.1659554,9795706.35769291,4198,Huslia,Jimmy Huntington School,0,7,5,9,12,6,6,11,13,9,6,4,2,6,96,96,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-18064527.3076985,8593131.08468775,4199,Atmautluak,Joann A. Alexie Memorial School,7,9,7,9,13,6,7,6,3,7,13,3,2,4,89,96,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16664823.2435152,8741830.81188134,4200,Wasilla,Joe Redington Senior Jr/Sr High School,0,0,0,0,0,0,0,102,96,91,84,78,58,71,580,580,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16298755.664667,10160499.7353131,4201,Venetie,John Fredson School,0,3,1,5,2,5,2,6,3,3,3,4,3,4,44,44,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
-16626433.0200495,8771271.47881599,4202,Wasilla,John Shaw Elementary,44,92,71,67,103,78,84,0,0,0,0,0,0,0,495,539,2021/07/01 08:00:00+00,2022/06/30 08:00:00+00,2021/2022,2022,2022/03/31 08:00:00+00
