X,Y,OBJECTID,Community,Region,RUBA_Region,Operator_Certification,Preventive_Maintenance_Plan,Compliance,Utility_Management_Training,Meetings_of_the_Governing_Body,Budget,Revenue,Workers_Compensation_Insurance,Payroll_Liability_Compliance,TOTAL_SCORE,Season,DataYear,IsMostRecent,AsOfDate,Shape,Date_,Communityname
-159.242021766,61.5749147170001,178,Chuathbaluk,YKHC,Bethel,10,15,10,5,5,10,5,5,0,65,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Chuathbaluk
-159.242021766,61.5749147170001,179,Chuathbaluk,YKHC,Bethel,10,15,5,5,5,15,15,5,5,80,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Chuathbaluk
-159.242021766,61.5749147170001,180,Chuathbaluk,YKHC,Bethel,10,15,5,5,5,15,15,5,5,80,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Chuathbaluk
-159.242021766,61.5749147170001,181,Chuathbaluk,YKHC,Bethel,10,15,5,5,0,10,0,5,0,50,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Chuathbaluk
-144.066749134,65.8266465390001,182,Circle,TCC,Fairbanks,10,15,5,5,2,10,0,5,0,37,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Circle
-144.066749134,65.8266465390001,183,Circle,TCC,Fairbanks,10,15,5,0,0,0,0,5,0,35,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Circle
-144.066749134,65.8266465390001,184,Circle,TCC,Fairbanks,5,15,5,5,5,15,15,2,5,72,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Circle
-144.066749134,65.8266465390001,185,Circle,TCC,Fairbanks,5,15,0,5,5,15,15,2,5,67,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Circle
-144.066749134,65.8266465390001,186,Circle,TCC,Fairbanks,5,15,0,0,5,0,5,0,5,35,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Circle
-144.066749134,65.8266465390001,187,Circle,TCC,Fairbanks,0,15,0,0,0,0,0,0,0,15,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Circle
-144.066749134,65.8266465390001,188,Circle,TCC,Fairbanks,5,15,0,0,0,0,0,0,0,20,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Circle
-144.066749134,65.8266465390001,189,Circle,TCC,Fairbanks,10,15,5,5,5,10,15,5,5,75,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Circle
-158.547976913,58.8345343030001,190,Clark's Point,BBAHC,Dillingham,0,15,0,0,0,10,0,5,0,30,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Clark's Point
-158.547976913,58.8345343030001,191,Clark's Point,BBAHC,Dillingham,0,15,0,0,0,0,5,2,0,35,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Clark's Point
-158.547976913,58.8345343030001,192,Clark's Point,BBAHC,Dillingham,0,15,0,5,0,10,0,5,0,35,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Clark's Point
-158.547976913,58.8345343030001,193,Clark's Point,BBAHC,Dillingham,0,15,0,5,2,10,0,5,0,37,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Clark's Point
-158.547976913,58.8345343030001,194,Clark's Point,BBAHC,Dillingham,5,15,0,5,0,0,0,5,0,30,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Clark's Point
-158.547976913,58.8345343030001,195,Clark's Point,BBAHC,Anchorage,5,15,0,5,0,10,0,5,0,40,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Clark's Point
-158.547976913,58.8345343030001,196,Clark's Point,BBAHC,Anchorage,5,15,0,5,2,0,0,5,0,32,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Clark's Point
-158.547976913,58.8345343030001,197,Clark's Point,BBAHC,Anchorage,5,0,0,5,2,0,0,5,0,17,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Clark's Point
-132.82826284,56.014042493,198,Coffman Cove,DEC,Juneau,10,15,5,5,0,10,0,5,5,75,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Coffman Cove
-132.82826284,56.014042493,199,Coffman Cove,DEC,Juneau,10,15,5,0,5,15,20,5,5,80,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Coffman Cove
-132.82826284,56.014042493,200,Coffman Cove,DEC,Juneau,10,15,5,0,5,15,20,5,0,75,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Coffman Cove
-132.82826284,56.014042493,201,Coffman Cove,DEC,Juneau,7,15,5,0,5,15,20,5,5,77,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Coffman Cove
-132.82826284,56.014042493,202,Coffman Cove,DEC,Juneau,7,15,5,0,5,15,20,5,5,77,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Coffman Cove
-132.82826284,56.014042493,203,Coffman Cove,DEC,Juneau,7,15,5,0,5,15,20,5,5,77,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Coffman Cove
-132.82826284,56.014042493,204,Coffman Cove,DEC,Juneau,7,15,5,5,5,15,20,5,5,82,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Coffman Cove
-132.82826284,56.014042493,205,Coffman Cove,DEC,Juneau,10,15,5,0,5,15,15,5,5,75,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Coffman Cove
-162.714987383,55.206567948,206,Cold Bay,DEC,Anchorage,5,15,5,0,5,15,15,5,0,25,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Cold Bay
-162.714987383,55.206567948,207,Cold Bay,DEC,Anchorage,5,25,5,5,5,15,15,5,0,80,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Cold Bay
-162.714987383,55.206567948,208,Cold Bay,DEC,Anchorage,5,25,5,5,2,10,0,5,0,57,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Cold Bay
-162.714987383,55.206567948,209,Cold Bay,DEC,Anchorage,5,15,10,5,5,15,20,5,5,85,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Cold Bay
-162.714987383,55.206567948,210,Cold Bay,DEC,Anchorage,5,15,10,5,5,15,20,5,5,85,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Cold Bay
-162.714987383,55.206567948,211,Cold Bay,DEC,Anchorage,5,15,10,5,5,15,20,5,5,85,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Cold Bay
-162.714987383,55.206567948,212,Cold Bay,DEC,Anchorage,5,15,10,5,5,10,5,5,0,60,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Cold Bay
-162.714987383,55.206567948,213,Cold Bay,DEC,Anchorage,5,15,5,0,0,0,0,0,0,25,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Cold Bay
-133.151082633,55.4760442050001,214,Craig,DEC,Juneau,10,0,10,,,,,,5,70,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Craig
-133.151082633,55.4760442050001,215,Craig,DEC,Juneau,10,0,5,0,5,15,20,5,5,65,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Craig
-133.151082633,55.4760442050001,216,Craig,DEC,Juneau,10,15,5,0,5,15,20,5,5,80,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Craig
-133.151082633,55.4760442050001,217,Craig,DEC,Juneau,10,15,5,0,5,15,20,5,0,75,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Craig
-133.151082633,55.4760442050001,218,Craig,DEC,Juneau,10,15,5,5,5,15,20,5,5,85,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Craig
-133.151082633,55.4760442050001,219,Craig,DEC,Juneau,10,15,0,5,5,15,20,5,5,80,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Craig
-133.151082633,55.4760442050001,220,Craig,DEC,Juneau,10,15,0,5,5,15,20,5,5,80,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Craig
-133.151082633,55.4760442050001,221,Craig,DEC,Juneau,10,0,10,0,5,15,20,5,5,70,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Craig
-158.10581652,61.870425374,222,Crooked Creek,YKHC,Anchorage,0,15,0,0,5,15,20,5,5,35,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Crooked Creek
-158.10581652,61.870425374,223,Crooked Creek,YKHC,Anchorage,0,15,0,5,5,0,0,5,5,35,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Crooked Creek
-158.10581652,61.870425374,224,Crooked Creek,YKHC,Anchorage,0,15,0,5,0,0,0,5,5,30,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Crooked Creek
-158.10581652,61.870425374,225,Crooked Creek,YKHC,Anchorage,0,15,0,5,0,0,0,5,5,30,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Crooked Creek
-158.10581652,61.870425374,226,Crooked Creek,YKHC,Anchorage,0,15,0,5,0,10,5,5,5,45,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Crooked Creek
-158.10581652,61.870425374,227,Crooked Creek,YKHC,Anchorage,0,15,0,5,5,10,5,2,5,47,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Crooked Creek
-158.10581652,61.870425374,228,Crooked Creek,YKHC,Anchorage,0,15,0,5,0,10,5,2,5,42,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Crooked Creek
-158.10581652,61.870425374,229,Crooked Creek,YKHC,Anchorage,0,15,0,5,5,0,0,5,5,35,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Crooked Creek
-162.728842192,66.076673359,230,Deering,MHC,Kotzebue,3,15,0,5,5,0,0,5,0,45,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Deering
-162.728842192,66.076673359,231,Deering,MHC,Kotzebue,10,15,5,5,5,15,20,5,5,85,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Deering
-162.728842192,66.076673359,232,Deering,MHC,Kotzebue,10,25,5,5,5,15,5,5,5,80,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Deering
-162.728842192,66.076673359,233,Deering,MHC,Kotzebue,10,25,0,5,5,15,15,5,5,85,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Deering
-162.728842192,66.076673359,234,Deering,MHC,Kotzebue,10,25,0,5,5,15,15,5,5,85,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Deering
-162.728842192,66.076673359,235,Deering,MHC,Kotzebue,10,25,5,5,5,15,5,5,5,80,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Deering
-162.728842192,66.076673359,236,Deering,MHC,Kotzebue,10,15,5,5,5,10,15,5,5,75,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Deering
-162.728842192,66.076673359,237,Deering,MHC,Kotzebue,3,15,0,5,0,10,5,5,0,43,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Deering
-158.463078771,59.0393744300001,238,Dillingham,BBAHC,Dillingham,7,0,10,5,2,10,5,5,0,62,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Dillingham
-158.463078771,59.0393744300001,239,Dillingham,BBAHC,Dillingham,3,0,5,5,5,15,15,5,5,58,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Dillingham
-158.463078771,59.0393744300001,240,Dillingham,BBAHC,Dillingham,3,0,5,5,5,15,15,5,5,58,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Dillingham
-158.463078771,59.0393744300001,241,Dillingham,BBAHC,Dillingham,3,0,10,5,5,15,15,5,5,63,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Dillingham
-158.463078771,59.0393744300001,242,Dillingham,BBAHC,Dillingham,3,0,10,5,5,15,15,5,5,63,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Dillingham
-158.463078771,59.0393744300001,243,Dillingham,BBAHC,Dillingham,3,0,5,5,5,15,15,5,5,58,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Dillingham
-158.463078771,59.0393744300001,244,Dillingham,BBAHC,Dillingham,5,0,5,0,5,15,20,5,5,60,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Dillingham
-158.463078771,59.0393744300001,245,Dillingham,BBAHC,Dillingham,7,0,10,5,5,15,15,5,0,62,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Dillingham
-168.951791865,65.7583525100001,246,Diomede,NSHC,Nome,0,15,0,0,2,10,5,5,0,37,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Diomede
-168.951791865,65.7583525100001,247,Diomede,NSHC,Nome,0,15,0,5,5,15,15,5,0,30,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Diomede
-168.951791865,65.7583525100001,248,Diomede,NSHC,Nome,0,15,0,0,5,15,20,5,0,60,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Diomede
-168.951791865,65.7583525100001,249,Diomede,NSHC,Nome,0,15,0,0,5,15,15,5,5,60,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Diomede
-168.951791865,65.7583525100001,250,Diomede,NSHC,Nome,0,15,0,0,5,15,15,5,5,60,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Diomede
-168.951791865,65.7583525100001,251,Diomede,NSHC,Nome,0,15,0,5,5,15,15,5,0,60,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Diomede
-168.951791865,65.7583525100001,252,Diomede,NSHC,Nome,0,15,5,0,5,0,5,5,0,35,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Diomede
-168.951791865,65.7583525100001,253,Diomede,NSHC,Nome,0,15,5,5,2,10,5,5,0,47,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Diomede
-144.049340051,63.65559219,254,Dot Lake Village,TCC,Fairbanks,10,15,10,0,0,10,0,5,0,35,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Dot Lake Village
-144.049340051,63.65559219,255,Dot Lake Village,TCC,Fairbanks,10,15,10,0,0,0,0,0,0,35,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Dot Lake Village
-144.049340051,63.65559219,256,Dot Lake Village,TCC,Fairbanks,10,0,10,0,0,0,0,0,0,20,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Dot Lake Village
-144.049340051,63.65559219,257,Dot Lake Village,TCC,Fairbanks,10,0,10,0,0,0,0,0,0,20,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Dot Lake Village
-144.049340051,63.65559219,258,Dot Lake Village,TCC,Fairbanks,10,0,10,0,0,0,0,0,5,25,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Dot Lake Village
-144.049340051,63.65559219,259,Dot Lake Village,TCC,Fairbanks,10,0,10,0,0,0,0,0,0,20,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Dot Lake Village
-144.049340051,63.65559219,260,Dot Lake Village,TCC,Fairbanks,10,0,10,0,0,0,0,0,0,20,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Dot Lake Village
-144.049340051,63.65559219,261,Dot Lake Village,TCC,Fairbanks,10,15,10,0,0,0,0,0,0,35,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Dot Lake Village
-141.207597203,64.788939682,262,Eagle,TCC,Fairbanks,5,0,5,0,0,0,0,0,5,40,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Eagle
-141.207597203,64.788939682,263,Eagle,TCC,Fairbanks,5,0,10,0,0,0,0,5,5,25,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Eagle
-141.207597203,64.788939682,264,Eagle,TCC,Fairbanks,5,0,5,0,5,0,15,5,0,35,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Eagle
-141.045786384,64.7451890140001,265,Eagle Village,TCC,Fairbanks,10,25,10,0,5,10,5,5,5,100,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Eagle Village
-141.045786384,64.7451890140001,266,Eagle Village,TCC,Fairbanks,10,25,10,0,0,0,0,5,5,55,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Eagle Village
-141.045786384,64.7451890140001,267,Eagle Village,TCC,Fairbanks,10,25,10,5,5,15,20,5,5,100,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Eagle Village
-141.045786384,64.7451890140001,268,Eagle Village,TCC,Fairbanks,10,25,10,0,5,15,15,5,5,90,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Eagle Village
-141.045786384,64.7451890140001,269,Eagle Village,TCC,Fairbanks,10,25,10,5,5,15,20,5,5,100,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Eagle Village
-141.045786384,64.7451890140001,270,Eagle Village,TCC,Fairbanks,10,0,10,0,0,0,0,5,0,25,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Eagle Village
-141.045786384,64.7451890140001,271,Eagle Village,TCC,Fairbanks,10,0,10,0,2,10,0,2,0,34,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Eagle Village
-141.045786384,64.7451890140001,272,Eagle Village,TCC,Fairbanks,10,25,10,5,5,15,20,5,5,100,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Eagle Village
-162.029497266,60.218905916,273,Eek,YKHC,Bethel,3,15,0,5,0,10,0,5,0,38,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Eek
-162.029497266,60.218905916,274,Eek,YKHC,Bethel,3,25,10,5,2,15,20,5,0,85,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Eek
-162.029497266,60.218905916,275,Eek,YKHC,Bethel,3,25,10,5,0,10,0,5,5,63,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Eek
-162.029497266,60.218905916,276,Eek,YKHC,Bethel,3,25,10,5,2,15,15,5,5,85,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Eek
-162.029497266,60.218905916,277,Eek,YKHC,Bethel,3,25,10,5,2,15,15,5,5,85,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Eek
-162.029497266,60.218905916,278,Eek,YKHC,Bethel,3,25,5,5,0,10,5,5,0,58,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Eek
-162.029497266,60.218905916,279,Eek,YKHC,Bethel,3,15,5,5,2,15,15,5,5,70,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Eek
-162.029497266,60.218905916,280,Eek,YKHC,Bethel,3,15,0,0,0,10,0,5,0,33,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Eek
-157.375750533,58.2090702340001,281,Egegik,BBAHC,Dillingham,5,15,5,5,0,10,0,5,0,45,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Egegik
-157.375750533,58.2090702340001,282,Egegik,BBAHC,Dillingham,5,15,5,5,2,0,0,5,5,42,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Egegik
-157.375750533,58.2090702340001,283,Egegik,BBAHC,Dillingham,10,15,10,5,2,15,15,5,5,82,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Egegik
-157.375750533,58.2090702340001,284,Egegik,BBAHC,Dillingham,10,15,10,5,5,15,20,5,5,90,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Egegik
-157.375750533,58.2090702340001,285,Egegik,BBAHC,Dillingham,10,15,5,0,5,15,20,5,5,80,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Egegik
-157.375750533,58.2090702340001,286,Egegik,BBAHC,Dillingham,10,15,5,0,5,15,5,5,0,60,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Egegik
-157.375750533,58.2090702340001,287,Egegik,BBAHC,Dillingham,10,15,10,5,5,15,20,5,5,90,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Egegik
-157.375750533,58.2090702340001,288,Egegik,BBAHC,Dillingham,10,0,10,5,5,15,20,5,5,75,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Egegik
-157.478046973,59.3502442720001,289,Ekwok,BBAHC,Dillingham,10,15,10,5,0,10,15,5,0,70,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Ekwok
-157.478046973,59.3502442720001,290,Ekwok,BBAHC,Dillingham,10,15,10,5,5,10,15,5,5,80,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Ekwok
-157.478046973,59.3502442720001,291,Ekwok,BBAHC,Dillingham,10,15,10,5,5,10,15,5,5,80,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Ekwok
-157.478046973,59.3502442720001,292,Ekwok,BBAHC,Dillingham,10,15,10,5,5,10,15,5,0,75,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Ekwok
-157.478046973,59.3502442720001,293,Ekwok,BBAHC,Dillingham,10,15,10,5,5,10,15,5,5,80,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Ekwok
-157.478046973,59.3502442720001,294,Ekwok,BBAHC,Dillingham,10,15,10,5,5,10,15,5,5,80,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Ekwok
-157.478046973,59.3502442720001,295,Ekwok,BBAHC,Dillingham,10,15,10,5,5,15,15,5,5,85,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Ekwok
-157.478046973,59.3502442720001,296,Ekwok,BBAHC,Dillingham,10,0,10,5,5,15,15,5,5,70,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Ekwok
